,location,total_sqft,bath,balcony,bhk,price
5918,Banashankari,1430.0,2.0,2.0,2,87.8
5919,HRBR Layout,1900.0,3.0,1.0,4,90.0
5920,Begur Road,1240.0,2.0,2.0,2,45.88
5921,Choodasandra,1140.0,2.0,2.0,2,62.0
5922,Haralur Road,1194.0,2.0,2.0,2,47.0
5923,KR Puram,1700.0,3.0,3.0,3,105.0
5924,Old Airport Road,2658.0,5.0,3.0,4,189.0
5925,OMBR Layout,3400.0,4.0,2.0,4,275.0
5926,Balagere,645.0,1.0,1.0,1,41.0
5927,Hormavu,1046.0,2.0,1.0,2,60.0
5928,other,1500.0,1.0,1.0,1,300.0
5929,Hosa Road,1079.0,2.0,1.0,2,32.37
5930,Thubarahalli,975.0,2.0,1.0,2,50.0
5931,ISRO Layout,1050.0,2.0,1.0,2,51.0
5932,other,1903.0,3.0,2.0,3,165.0
5933,Whitefield,2000.0,4.0,1.0,4,312.0
5934,Jigani,1453.0,4.0,1.0,4,160.0
5935,Parappana Agrahara,1092.0,2.0,2.0,2,43.0
5936,Hormavu,1400.0,2.0,0.0,2,75.0
5937,Bommanahalli,1416.0,2.0,1.0,3,85.0
5938,Marathahalli,3800.0,4.0,3.0,4,235.0
5939,Vasanthapura,1037.0,2.0,1.0,2,36.28
5940,other,551.0,1.0,1.0,1,30.0
5941,7th Phase JP Nagar,500.0,1.0,0.0,1,70.0
5942,Sarjapur,900.0,2.0,2.0,2,27.98
5943,Anandapura,1415.0,2.0,1.0,3,74.0
5944,other,2850.0,4.0,3.0,3,460.0
5945,Kudlu,1030.0,2.0,2.0,2,75.0
5946,Kambipura,883.0,2.0,1.0,2,39.0
5947,other,550.0,1.0,1.0,1,16.0
5948,Old Madras Road,1210.0,2.0,1.0,2,77.0
5949,Vishveshwarya Layout,2000.0,3.0,0.0,4,90.0
5950,Panathur,1050.0,2.0,2.0,2,60.0
5951,Marathahalli,3951.0,4.0,3.0,4,230.0
5952,Anjanapura,1843.0,3.0,1.0,3,87.54
5953,other,1200.0,4.0,1.0,4,175.0
5954,Somasundara Palya,1186.0,2.0,1.0,2,76.0
5955,Haralur Road,560.0,1.0,1.0,1,45.0
5956,Mahalakshmi Layout,1200.0,3.0,1.0,4,160.0
5957,Yelahanka,1823.0,3.0,2.0,3,103.0
5958,other,1310.0,3.0,3.0,3,90.0
5959,Whitefield,1500.0,3.0,1.0,3,78.57
5960,LB Shastri Nagar,1400.0,2.0,2.0,3,80.0
5961,HRBR Layout,1625.0,3.0,2.0,3,120.0
5962,Chikkalasandra,1500.0,5.0,3.0,5,265.0
5963,Talaghattapura,1100.0,2.0,0.0,2,32.0
5964,Bannerghatta Road,1000.0,2.0,1.0,2,50.0
5965,Old Airport Road,2774.0,4.0,3.0,4,197.0
5966,Yeshwanthpur,994.0,2.0,0.0,1,54.67
5967,Kaggadasapura,1455.0,3.0,3.0,3,75.0
5968,Lakshminarayana Pura,1172.0,2.0,1.0,2,75.0
5969,Hennur,1935.0,3.0,2.0,3,102.0
5970,Rachenahalli,1856.0,3.0,3.0,3,106.0
5971,Old Airport Road,2392.0,3.0,2.0,3,249.0
5972,Uttarahalli,900.0,2.0,2.0,2,35.0
5973,Raja Rajeshwari Nagar,1757.0,3.0,3.0,3,98.0
5974,Kudlu,1027.0,2.0,2.0,2,44.0
5975,Whitefield,1626.0,3.0,3.0,3,85.0
5976,Amruthahalli,1190.0,2.0,2.0,2,50.0
5977,KR Puram,1200.0,2.0,1.0,2,72.0
5978,Harlur,1174.0,2.0,1.0,2,74.0
5979,Kanakpura Road,1140.0,2.0,1.0,2,65.0
5980,other,1603.0,2.0,0.0,3,125.0
5981,Subramanyapura,1278.0,3.0,2.0,3,70.0
5982,Banashankari Stage III,1085.0,2.0,1.0,2,50.0
5983,other,450.0,1.0,0.0,1,30.0
5984,Attibele,550.0,1.0,1.0,1,11.5
5985,Kenchenahalli,1165.0,2.0,2.0,2,45.0
5986,other,3000.0,4.0,2.0,4,301.0
5987,Sarjapur  Road,702.0,1.0,1.0,1,52.0
5988,Banashankari,1020.0,2.0,1.0,2,42.83
5989,Marathahalli,1125.0,2.0,1.0,2,54.8
5990,Vidyaranyapura,1050.0,2.0,1.0,2,50.0
5991,JP Nagar,1960.0,3.0,1.0,3,138.0
5992,Judicial Layout,1200.0,4.0,1.0,3,220.0
5993,Kudlu,1700.0,3.0,3.0,3,125.0
5994,8th Phase JP Nagar,1800.0,4.0,0.0,4,230.0
5995,Yeshwanthpur,650.0,1.0,0.0,1,40.0
5996,Kasavanhalli,1495.0,2.0,2.0,2,110.0
5997,Hebbal,1200.0,2.0,2.0,2,48.0
5998,Sarjapura - Attibele Road,3750.0,6.0,2.0,5,295.0
5999,Hennur Road,1679.0,3.0,2.0,3,94.86
6000,Kaval Byrasandra,1450.0,3.0,2.0,3,75.0
6001,Balagere,1210.0,2.0,1.0,2,82.0
6002,Judicial Layout,1165.0,2.0,1.0,2,49.61
6003,other,1623.0,3.0,3.0,3,155.0
6004,Channasandra,1115.0,2.0,1.0,2,35.8
6005,BTM Layout,450.0,1.0,1.0,1,20.0
6006,Electronics City Phase 1,1170.0,2.0,1.0,2,62.0
6007,KR Puram,2065.0,4.0,0.0,4,248.0
6008,Marathahalli,1700.0,3.0,2.0,3,126.0
6009,Malleshpalya,1245.0,2.0,1.0,2,55.0
6010,Kanakapura,1017.0,2.0,1.0,2,66.0
6011,Sarjapur  Road,1242.0,2.0,1.0,2,75.0
6012,Yelahanka,1792.0,3.0,1.0,3,104.0
6013,other,2400.0,3.0,0.0,3,408.0
6014,Electronic City,605.0,1.0,1.0,1,22.0
6015,HBR Layout,1200.0,4.0,2.0,4,115.0
6016,Electronics City Phase 1,1450.0,3.0,2.0,3,79.0
6017,Bommenahalli,1232.0,3.0,1.0,3,96.0
6018,Laggere,1800.0,5.0,0.0,5,70.0
6019,other,900.0,1.0,1.0,1,52.3
6020,Kaggadasapura,1200.0,2.0,2.0,2,40.0
6021,Uttarahalli,1065.0,2.0,1.0,2,42.6
6022,7th Phase JP Nagar,1070.0,2.0,1.0,2,42.79
6023,Ramagondanahalli,1910.0,3.0,2.0,3,150.0
6024,Cox Town,1280.0,2.0,1.0,2,120.0
6025,Raja Rajeshwari Nagar,1530.0,3.0,2.0,3,64.0
6026,Bhoganhalli,2439.0,5.0,2.0,4,170.0
6027,Harlur,1174.0,2.0,1.0,2,78.0
6028,Raja Rajeshwari Nagar,1587.0,3.0,1.0,3,73.8
6029,Kaggadasapura,1045.0,2.0,2.0,2,55.0
6030,Yelahanka,1304.0,2.0,1.0,2,69.97
6031,Whitefield,1100.0,2.0,2.0,2,65.0
6032,Devanahalli,2125.0,3.0,1.0,3,107.0
6033,Parappana Agrahara,1194.0,2.0,2.0,2,45.0
6034,Whitefield,1270.0,2.0,2.0,3,65.0
6035,Vittasandra,1246.0,2.0,1.0,2,69.0
6036,Gubbalala,1060.0,2.0,1.0,2,46.0
6037,Kaikondrahalli,991.0,2.0,0.0,2,64.0
6038,Thanisandra,662.0,1.0,0.0,1,38.0
6039,other,1200.0,2.0,1.0,2,110.0
6040,Talaghattapura,1575.0,3.0,2.0,3,80.0
6041,Hosakerehalli,600.0,2.0,0.0,2,65.0
6042,Ananth Nagar,1319.0,3.0,1.0,3,42.0
6043,Brookefield,2000.0,3.0,2.0,3,300.0
6044,Singasandra,600.0,1.0,0.0,1,45.0
6045,Bharathi Nagar,1349.0,2.0,2.0,2,56.7
6046,Whitefield,3117.0,3.0,2.0,3,261.0
6047,HSR Layout,1844.0,3.0,3.0,3,95.0
6048,Thigalarapalya,1830.0,4.0,2.0,3,150.0
6049,Sarjapur  Road,2275.0,4.0,2.0,3,185.0
6050,Varthur Road,1140.0,2.0,2.0,2,49.11
6051,Banjara Layout,900.0,3.0,1.0,3,79.0
6052,other,2648.0,3.0,3.0,3,238.0
6053,Hebbal,1100.0,2.0,2.0,2,38.0
6054,Raja Rajeshwari Nagar,1295.0,2.0,1.0,2,55.47
6055,Nagavarapalya,1788.0,3.0,1.0,3,164.0
6056,Haralur Road,1243.0,2.0,1.0,2,46.0
6057,Yeshwanthpur,1855.0,3.0,3.0,3,140.0
6058,Kudlu Gate,1850.0,3.0,2.0,3,120.0
6059,Whitefield,1216.0,2.0,1.0,2,73.0
6060,Sonnenahalli,1059.0,2.0,1.0,2,62.0
6061,Kadubeesanahalli,1184.0,2.0,1.0,2,55.0
6062,Koramangala,2223.0,3.0,2.0,3,300.0
6063,BEML Layout,2400.0,2.0,1.0,2,228.0
6064,Hosa Road,1143.0,2.0,1.0,2,34.2
6065,Sarjapur  Road,3200.0,4.0,1.0,4,350.0
6066,Kanakpura Road,3170.0,4.0,3.0,4,250.0
6067,other,4800.0,4.0,3.0,4,420.0
6068,Kothannur,1485.0,2.0,2.0,3,59.4
6069,Rajaji Nagar,1640.0,3.0,2.0,3,251.0
6070,2nd Phase Judicial Layout,900.0,2.0,2.0,2,41.0
6071,other,801.0,1.0,0.0,1,33.645
6072,Bellandur,1685.0,3.0,3.0,3,101.0
6073,Banashankari,1540.0,3.0,3.0,3,80.0
6074,Thanisandra,1265.0,2.0,1.0,2,72.0
6075,other,1300.0,2.0,1.0,3,80.0
6076,Sultan Palaya,1009.0,2.0,1.0,2,65.0
6077,Bellandur,1735.0,3.0,3.0,3,105.0
6078,HSR Layout,2500.0,4.0,3.0,4,300.0
6079,Hosakerehalli,2480.0,4.0,1.0,3,265.0
6080,Electronic City Phase II,1125.0,2.0,1.0,2,32.49
6081,Bommasandra Industrial Area,1125.0,2.0,1.0,2,32.49
6082,Kasavanhalli,1575.0,2.0,3.0,2,85.0
6083,Hosa Road,1360.0,2.0,1.0,2,77.61
6084,Haralur Road,1710.0,3.0,2.0,3,85.0
6085,Electronic City Phase II,1200.0,2.0,1.0,2,34.65
6086,Banashankari,1195.0,2.0,1.0,2,35.84
6087,Vittasandra,1246.0,2.0,1.0,2,67.0
6088,Bannerghatta Road,1012.0,2.0,1.0,2,45.0
6089,other,998.0,2.0,2.0,2,65.0
6090,other,2400.0,3.0,1.0,3,250.0
6091,7th Phase JP Nagar,1130.0,2.0,2.0,2,85.0
6092,Koramangala,1744.0,4.0,1.0,3,210.0
6093,Karuna Nagar,1354.0,2.0,1.0,3,98.0
6094,Brookefield,1389.0,2.0,2.0,2,94.0
6095,Lakshminarayana Pura,1172.0,2.0,2.0,2,75.0
6096,Varthur,1738.0,2.0,1.0,2,57.35
6097,Dodda Nekkundi,1315.0,2.0,2.0,2,50.0
6098,Marathahalli,1270.0,2.0,3.0,2,73.0
6099,Electronic City Phase II,1160.0,2.0,1.0,2,52.2
6100,Raja Rajeshwari Nagar,1450.0,2.0,1.0,3,67.0
6101,Rayasandra,470.0,1.0,1.0,1,21.0
6102,other,1040.0,2.0,2.0,2,78.0
6103,Sarjapur,1205.0,2.0,2.0,2,29.0
6104,Budigere,664.0,1.0,1.0,1,34.0
6105,Babusapalaya,1200.0,2.0,0.0,2,105.0
6106,Bharathi Nagar,1328.0,2.0,2.0,2,69.0
6107,other,1907.0,2.0,1.0,3,200.0
6108,Malleshwaram,900.0,2.0,1.0,2,72.0
6109,Rajiv Nagar,2330.0,5.0,1.0,4,175.0
6110,Munnekollal,1222.0,3.0,2.0,3,95.0
6111,other,4446.0,3.0,2.0,3,410.0
6112,Sarjapur  Road,2100.0,3.0,1.0,3,135.0
6113,Sarjapur  Road,3335.0,4.0,3.0,4,290.0
6114,Whitefield,3150.0,3.0,1.0,3,290.0
6115,other,1320.0,2.0,1.0,3,95.0
6116,Hennur Road,2400.0,5.0,3.0,4,500.0
6117,Hosur Road,2000.0,4.0,1.0,4,130.0
6118,Electronic City Phase II,1244.0,2.0,1.0,2,55.0
6119,Rajaji Nagar,1056.0,1.0,0.0,2,250.0
6120,Indira Nagar,2800.0,4.0,3.0,4,365.0
6121,Seegehalli,1683.0,3.0,3.0,3,80.0
6122,Hennur Road,1305.0,2.0,1.0,3,110.0
6123,Sarjapur  Road,3009.0,3.0,1.0,3,331.0
6124,Kaggadasapura,1654.0,3.0,3.0,3,70.0
6125,Kadugodi,1890.0,4.0,3.0,3,125.0
6126,Kasavanhalli,1069.0,2.0,2.0,2,55.0
6127,Hormavu,2400.0,3.0,1.0,3,177.0
6128,Koramangala,1410.0,2.0,0.0,4,280.0
6129,7th Phase JP Nagar,1680.0,3.0,3.0,3,130.0
6130,other,3500.0,4.0,2.0,3,500.0
6131,Sarjapur  Road,1700.0,3.0,2.0,3,93.5
6132,Thanisandra,1595.0,3.0,1.0,3,105.0
6133,other,1092.0,3.0,1.0,3,95.0
6134,Koramangala,1866.0,4.0,2.0,3,245.0
6135,Hebbal,3895.0,3.0,2.0,3,390.0
6136,Banashankari,1683.0,3.0,2.0,3,115.0
6137,Banaswadi,1340.0,2.0,2.0,2,73.0
6138,Chandapura,1025.0,2.0,2.0,2,27.68
6139,Haralur Road,1730.0,3.0,1.0,3,95.0
6140,Hennur Road,1450.0,3.0,1.0,3,88.6
6141,Sarjapur  Road,1862.0,4.0,1.0,3,110.0
6142,Sarjapur  Road,4000.0,5.0,1.0,4,578.0
6143,Hoodi,863.0,1.0,0.0,1,40.55
6144,Kodichikkanahalli,1060.0,2.0,1.0,2,34.0
6145,Sarjapur,850.0,2.0,2.0,2,32.0
6146,other,2000.0,6.0,3.0,6,300.0
6147,Uttarahalli,1125.0,2.0,1.0,2,47.0
6148,Chikkabanavar,1500.0,4.0,1.0,4,105.0
6149,Uttarahalli,1270.0,2.0,2.0,3,55.25
6150,Iblur Village,5384.0,5.0,3.0,5,420.0
6151,Sahakara Nagar,1180.0,2.0,2.0,2,72.0
6152,other,1130.0,2.0,1.0,2,75.0
6153,Old Airport Road,2774.0,4.0,3.0,4,197.0
6154,Ardendale,1723.0,3.0,2.0,3,95.0
6155,Mysore Road,1175.0,2.0,2.0,2,70.5
6156,Ambalipura,1607.0,2.0,2.0,3,112.0
6157,Vishwapriya Layout,2800.0,5.0,3.0,5,130.0
6158,Bellandur,1138.0,3.0,2.0,3,128.0
6159,Bannerghatta,1113.0,2.0,1.0,2,70.0
6160,Sahakara Nagar,1200.0,2.0,2.0,2,60.0
6161,other,1900.0,3.0,2.0,3,190.0
6162,Jakkur,5150.0,4.0,3.0,4,559.0
6163,Panathur,1398.0,2.0,1.0,2,97.0
6164,Margondanahalli,1152.0,1.0,0.0,2,66.0
6165,Nagavara,1110.0,2.0,2.0,2,44.95
6166, Devarachikkanahalli,1116.0,2.0,1.0,2,47.0
6167,Babusapalaya,1061.0,2.0,1.0,2,33.84
6168,Malleshwaram,620.0,1.0,1.0,1,86.8
6169,other,1200.0,4.0,1.0,4,110.0
6170,other,1320.0,4.0,3.0,4,249.0
6171,Iblur Village,3596.0,5.0,1.0,4,297.0
6172,other,1630.0,3.0,2.0,3,131.0
6173,Amruthahalli,1202.0,2.0,1.0,2,65.0
6174,other,1200.0,4.0,2.0,4,250.0
6175,Jakkur,1300.0,2.0,2.0,2,80.0
6176,Electronic City,1360.0,2.0,1.0,3,70.0
6177,Hennur Road,1155.0,2.0,1.0,2,69.18
6178,Hosakerehalli,2378.0,3.0,1.0,3,310.0
6179,Hulimavu,1011.0,2.0,2.0,2,38.0
6180,HSR Layout,1203.0,2.0,2.0,2,72.0
6181,Hebbal,1645.0,3.0,2.0,3,113.0
6182,Anekal,1200.0,1.0,1.0,2,36.0
6183,other,1050.0,2.0,2.0,1,41.0
6184,Jigani,1252.0,3.0,3.0,3,70.0
6185,Panathur,1065.0,2.0,1.0,2,58.0
6186,Uttarahalli,1270.0,2.0,1.0,3,55.25
6187,Sahakara Nagar,1032.0,2.0,2.0,2,45.0
6188,Frazer Town,2900.0,4.0,2.0,4,325.0
6189,Magadi Road,940.0,2.0,2.0,2,50.0
6190,Bannerghatta Road,1460.0,2.0,2.0,3,80.0
6191,Sarjapur  Road,2275.0,4.0,2.0,3,175.0
6192,9th Phase JP Nagar,1522.0,3.0,2.0,3,90.0
6193,other,3210.0,4.0,2.0,3,380.0
6194,other,5425.0,13.0,0.0,13,275.0
6195,Banashankari,1800.0,3.0,2.0,3,125.0
6196,other,1200.0,4.0,2.0,4,135.0
6197,Subramanyapura,929.0,2.0,2.0,2,49.0
6198,Banjara Layout,3750.0,5.0,3.0,4,145.0
6199,Vasanthapura,978.0,2.0,1.0,2,34.22
6200,other,4041.0,4.0,2.0,4,345.0
6201,Ambalipura,770.0,1.0,2.0,1,43.82
6202,Kaval Byrasandra,1066.0,2.0,3.0,2,55.0
6203,Electronic City,635.0,1.0,0.0,1,28.0
6204,Hebbal,1175.0,2.0,0.0,2,54.05
6205,Chikkabanavar,1200.0,4.0,2.0,4,130.0
6206,Vidyaranyapura,1188.0,2.0,1.0,2,50.0
6207,Indira Nagar,2400.0,5.0,2.0,5,700.0
6208,other,620.0,1.0,1.0,1,25.0
6209,Attibele,1000.0,3.0,1.0,3,90.0
6210,Electronic City,1800.0,3.0,2.0,4,190.0
6211,Gottigere,1100.0,2.0,1.0,2,28.0
6212,Yelahanka,1300.0,2.0,2.0,2,69.23
6213,Kasavanhalli,1100.0,2.0,1.0,2,68.0
6214,Ambalipura,860.0,2.0,1.0,2,28.93
6215,Panathur,1007.0,2.0,1.0,2,64.0
6216,Akshaya Nagar,1100.0,2.0,2.0,2,48.0
6217,R.T. Nagar,1150.0,2.0,2.0,2,72.0
6218,Nagavara,2400.0,3.0,2.0,3,252.0
6219,KR Puram,3628.0,4.0,1.0,4,246.0
6220,Kanakpura Road,700.0,2.0,1.0,2,40.0
6221,Old Madras Road,1165.0,2.0,1.0,2,40.77
6222,Jalahalli,1569.0,3.0,2.0,3,118.0
6223,Marathahalli,950.0,2.0,2.0,2,46.7
6224,Bellandur,1685.0,3.0,3.0,3,115.0
6225,Sarjapur  Road,1314.0,2.0,2.0,2,110.0
6226,Hennur Road,1053.0,2.0,1.0,2,53.0
6227,Begur Road,1200.0,3.0,0.0,3,50.0
6228,HBR Layout,1800.0,2.0,1.0,3,230.0
6229,Chikkabanavar,2400.0,4.0,0.0,5,97.0
6230,Koramangala,1320.0,2.0,1.0,2,160.0
6231,Whitefield,3940.0,5.0,3.0,4,265.0
6232,Thanisandra,1241.0,2.0,1.0,3,65.0
6233,7th Phase JP Nagar,2980.0,4.0,2.0,3,260.0
6234,Raja Rajeshwari Nagar,1090.0,2.0,2.0,2,57.0
6235,Koramangala,1350.0,2.0,2.0,2,103.0
6236,other,800.0,2.0,2.0,2,55.0
6237,Sarjapur  Road,1787.0,3.0,2.0,3,116.0
6238,BTM Layout,2400.0,3.0,2.0,3,220.0
6239,Haralur Road,3700.0,4.0,2.0,4,325.0
6240,Sarjapur  Road,1691.0,3.0,2.0,3,93.01
6241,Akshaya Nagar,1896.0,3.0,2.0,3,102.0
6242,Banashankari Stage V,1540.0,3.0,2.0,3,48.51
6243,other,1244.0,2.0,2.0,2,95.0
6244,Thanisandra,580.0,1.0,1.0,1,27.5
6245,Hebbal,1355.0,3.0,2.0,3,83.87
6246,other,1500.0,4.0,2.0,3,180.0
6247,8th Phase JP Nagar,1513.0,2.0,3.0,2,62.0
6248,Banashankari,1175.0,2.0,1.0,2,41.13
6249,Thanisandra,2087.0,4.0,2.0,3,139.0
6250,Talaghattapura,2273.0,3.0,2.0,3,145.0
6251,Thanisandra,2050.0,3.0,2.0,3,150.0
6252,other,1200.0,2.0,1.0,2,75.0
6253,Marathahalli,1019.0,2.0,2.0,2,49.86
6254,Thigalarapalya,1830.0,3.0,2.0,3,133.0
6255,Channasandra,4278.0,7.0,1.0,7,299.0
6256,Sarjapur  Road,1028.0,2.0,1.0,2,56.0
6257,Old Madras Road,1300.0,2.0,2.0,2,100.0
6258,Whitefield,1160.0,2.0,1.0,2,67.0
6259,Mahadevpura,1505.0,3.0,2.0,3,78.0
6260,Kogilu,1250.0,2.0,1.0,2,55.55
6261,other,400.0,2.0,1.0,1,50.0
6262,Sarjapur,1175.0,2.0,1.0,2,41.68
6263,other,1200.0,4.0,2.0,3,180.0
6264,other,1200.0,1.0,0.0,1,48.0
6265,Banashankari,1750.0,2.0,2.0,3,89.0
6266,Banashankari Stage II,1400.0,2.0,1.0,2,100.0
6267,Malleshwaram,600.0,1.0,0.0,2,68.0
6268,Hulimavu,1276.0,2.0,2.0,2,76.0
6269,Electronic City,1128.0,2.0,1.0,2,65.45
6270,Kudlu,1084.0,2.0,1.0,2,53.0
6271,Koramangala,6000.0,4.0,0.0,4,625.0
6272,Hosur Road,1250.0,2.0,2.0,2,65.0
6273,Seegehalli,2400.0,4.0,1.0,3,240.0
6274,Begur,1304.0,3.0,0.0,3,65.0
6275,Rajaji Nagar,1640.0,3.0,2.0,3,268.0
6276,7th Phase JP Nagar,980.0,2.0,1.0,2,77.44
6277,Banjara Layout,2500.0,4.0,0.0,3,140.0
6278,Anekal,2400.0,4.0,0.0,3,95.0
6279,other,2300.0,3.0,2.0,3,280.0
6280,Bannerghatta Road,1340.0,2.0,3.0,2,85.0
6281,Vidyaranyapura,1100.0,2.0,1.0,3,75.0
6282,Kengeri,750.0,2.0,1.0,2,40.0
6283,Akshaya Nagar,1300.0,2.0,2.0,2,66.0
6284,HRBR Layout,1301.0,2.0,1.0,2,120.0
6285,Kanakpura Road,1299.0,2.0,1.0,2,105.0
6286,Whitefield,1600.0,4.0,2.0,4,300.0
6287,other,3900.0,3.0,3.0,3,250.0
6288,Uttarahalli,1107.0,2.0,1.0,2,45.0
6289,other,1400.0,2.0,2.0,2,160.0
6290,Uttarahalli,1200.0,2.0,1.0,2,55.0
6291,other,703.0,2.0,1.0,2,60.0
6292,Talaghattapura,921.0,2.0,2.0,2,29.47
6293,Marathahalli,1144.0,2.0,2.0,2,65.0
6294,Kanakpura Road,525.0,1.0,1.0,1,26.01
6295,Balagere,661.0,1.0,1.0,1,33.0
6296,Yelahanka,1705.0,3.0,1.0,3,91.0
6297,Marathahalli,1240.0,2.0,2.0,2,55.0
6298,Garudachar Palya,1325.0,2.0,2.0,3,60.8
6299,Shivaji Nagar,1300.0,3.0,2.0,3,170.0
6300,Haralur Road,1243.0,2.0,2.0,2,46.0
6301,Banashankari Stage III,1500.0,2.0,2.0,3,100.0
6302,other,1200.0,4.0,1.0,3,156.0
6303,Cox Town,1073.0,2.0,2.0,2,72.0
6304,Kudlu,1300.0,2.0,2.0,2,56.0
6305,Sarjapur,4201.0,4.0,3.0,4,435.0
6306,Hormavu,1196.0,2.0,1.0,2,44.8
6307,Kudlu,1027.0,2.0,2.0,2,44.0
6308,Mico Layout,1171.0,2.0,2.0,2,39.0
6309,Kothannur,1215.0,2.0,3.0,3,48.6
6310,other,600.0,1.0,0.0,1,20.0
6311,Whitefield,1180.0,2.0,1.0,2,77.0
6312,Electronic City Phase II,1160.0,2.0,1.0,2,33.51
6313,other,4382.0,4.0,3.0,4,400.0
6314,Whitefield,2140.0,3.0,2.0,3,139.0
6315,Yeshwanthpur,1500.0,3.0,1.0,3,100.0
6316,Banaswadi,1008.0,2.0,2.0,2,52.0
6317,Ambedkar Nagar,1921.0,4.0,3.0,3,129.0
6318,other,2400.0,3.0,0.0,3,360.0
6319,other,1030.0,2.0,2.0,3,77.25
6320,Whitefield,1314.0,2.0,1.0,2,84.0
6321,JP Nagar,1590.0,2.0,3.0,3,85.0
6322,Shivaji Nagar,703.0,2.0,1.0,2,49.5
6323,Ramagondanahalli,2040.0,3.0,2.0,3,114.0
6324,Jalahalli,1478.0,2.0,2.0,2,125.0
6325,Malleshwaram,2475.0,4.0,3.0,3,337.0
6326,other,1669.0,3.0,2.0,3,298.0
6327,Horamavu Agara,1623.0,3.0,1.0,3,89.0
6328,Haralur Road,1243.0,2.0,2.0,2,46.0
6329,Gottigere,1613.0,3.0,3.0,3,72.0
6330,Hoskote,1065.0,2.0,2.0,2,28.5
6331,Kudlu Gate,940.0,2.0,1.0,2,69.57
6332,Sarjapur  Road,1181.0,2.0,1.0,3,65.0
6333,Malleshwaram,2215.0,3.0,2.0,3,275.0
6334,Subramanyapura,1260.0,2.0,1.0,3,75.0
6335,Banashankari Stage II,2800.0,3.0,2.0,5,425.0
6336,other,1000.0,2.0,0.0,2,66.0
6337,HSR Layout,1140.0,2.0,2.0,2,46.0
6338,other,1864.0,3.0,3.0,3,115.0
6339,Raja Rajeshwari Nagar,945.0,2.0,1.0,2,45.0
6340,Sarjapur  Road,1691.0,3.0,2.0,3,100.0
6341,other,1200.0,2.0,3.0,2,135.0
6342,Kengeri,600.0,1.0,1.0,1,35.0
6343,Abbigere,795.0,1.0,1.0,2,32.6
6344,Kalyan nagar,2285.0,4.0,1.0,3,165.0
6345,Haralur Road,1243.0,2.0,2.0,2,46.0
6346,Hennur,1345.0,2.0,1.0,3,69.0
6347,Electronic City,1360.0,2.0,1.0,3,58.0
6348,Sarjapur  Road,1026.0,2.0,1.0,2,60.55
6349,Uttarahalli,1460.0,3.0,3.0,3,76.0
6350,other,1525.0,2.0,2.0,3,91.48
6351,Ananth Nagar,1000.0,2.0,3.0,2,25.0
6352,Bisuvanahalli,1075.0,2.0,1.0,3,44.0
6353,Panathur,1210.0,2.0,1.0,2,77.93
6354,Akshaya Nagar,1225.0,2.0,0.0,2,68.0
6355,Jakkur,1290.0,2.0,1.0,2,80.04
6356,other,1500.0,2.0,0.0,1,85.0
6357,Kaggadasapura,1361.0,2.0,2.0,2,79.0
6358,Frazer Town,2801.25,4.0,1.0,5,462.0
6359,1st Phase JP Nagar,1394.0,2.0,2.0,2,85.0
6360,Rajaji Nagar,1222.0,2.0,2.0,2,98.0
6361,Hebbal,1420.0,2.0,1.0,2,99.39
6362,Bellandur,1846.0,3.0,2.0,3,135.0
6363,Benson Town,1688.12,2.0,1.0,2,270.0
6364,Ananth Nagar,902.0,2.0,2.0,2,25.0
6365,Rachenahalli,1050.0,2.0,2.0,2,52.5
6366,Kundalahalli,1260.0,2.0,0.0,2,58.0
6367,Banashankari Stage II,3000.0,3.0,2.0,3,450.0
6368,Jigani,939.0,2.0,2.0,2,39.0
6369,Jalahalli,600.0,1.0,0.0,1,37.0
6370,8th Phase JP Nagar,1298.0,2.0,1.0,2,59.0
6371,Marathahalli,1710.0,3.0,2.0,3,135.0
6372,Subramanyapura,1000.0,2.0,1.0,2,45.0
6373,Jalahalli,615.0,1.0,1.0,1,46.0
6374,Sarjapur  Road,1350.0,2.0,1.0,2,85.0
6375,Sultan Palaya,5000.0,5.0,2.0,4,325.0
6376,Cunningham Road,2700.0,3.0,1.0,3,501.0
6377,other,4000.0,6.0,2.0,6,460.0
6378,Hegde Nagar,1718.0,3.0,2.0,3,130.0
6379,7th Phase JP Nagar,1680.0,3.0,2.0,3,112.0
6380,Hulimavu,1500.0,2.0,0.0,2,90.0
6381,Sarjapur  Road,1157.0,2.0,1.0,3,72.0
6382,Akshaya Nagar,1179.0,2.0,1.0,2,51.0
6383,Hulimavu,1315.0,2.0,0.0,2,60.48
6384,Banashankari,1800.0,3.0,2.0,3,175.0
6385,Jalahalli East,1010.0,2.0,1.0,2,52.0
6386,Electronic City,630.0,1.0,1.0,1,46.0
6387,Anekal,1200.0,2.0,1.0,2,36.1
6388,Kaval Byrasandra,1025.0,2.0,1.0,2,60.0
6389,Hennur Road,1195.0,2.0,2.0,2,59.0
6390,Whitefield,1012.0,2.0,1.0,2,58.0
6391,Hegde Nagar,1884.0,4.0,2.0,3,118.0
6392,Sarjapura - Attibele Road,1090.0,2.0,1.0,2,37.0
6393,Kathriguppe,1300.0,3.0,2.0,3,77.99
6394,other,2950.0,4.0,2.0,4,250.0
6395,Uttarahalli,1500.0,3.0,1.0,3,68.0
6396,Dommasandra,674.0,1.0,1.0,2,19.9
6397,other,1464.0,2.0,2.0,3,115.0
6398,other,1385.0,3.0,3.0,3,90.0
